item_id,dataset_name,subset_name,split_name,image_path,drive_path,latitude,longitude,tags,city,region,country,source_id,license,sha256,width,height,notes
im2gps3k_100_pilot_000519,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/1448913311_682c1b352a_1102_98545448@N00.jpg,,44.0,11.0,,,,,1448913311_682c1b352a_1102_98545448@N00.jpg,,ac578579175234ffc4e6b7e72f203fd18a30e71c03ab5134c2e9aa10669e64d7,,,
im2gps3k_100_pilot_000533,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/147161933_563ed66668_54_69212252@N00.jpg,,35.370015,24.230346,,,,,147161933_563ed66668_54_69212252@N00.jpg,,b66bbf68d488a7cc6aee939cd0147fe8a2af4d6b4817832b5df0c89b9ce1da70,,,
im2gps3k_100_pilot_000550,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/149875000_472676347e_49_63163416@N00.jpg,,41.023297,28.990259,,,,,149875000_472676347e_49_63163416@N00.jpg,,9e54c75678fa0c65bb5c1ef6cdd8ebd55e3b6c9932a4055530ecbbd2fca4debf,,,
im2gps3k_100_pilot_000557,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/150801299_c3eab611fc_44_70323761@N00.jpg,,42.349576,-71.099674,,,,,150801299_c3eab611fc_44_70323761@N00.jpg,,b3197075ce9874ed6e34a72731bb6e6539ef6bcfc4b2068183c4da6991030ada,,,
im2gps3k_100_pilot_000586,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/162282175_c39d49d6a5_55_18684820@N00.jpg,,37.778516,-122.389841,,,,,162282175_c39d49d6a5_55_18684820@N00.jpg,,93e3b2102eb8a03f1a0196f3d943817643e891645ac1320cede03f425f4571e7,,,
im2gps3k_100_pilot_000621,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/169121981_263e72dd38_52_69212252@N00.jpg,,41.925222,-87.634592,,,,,169121981_263e72dd38_52_69212252@N00.jpg,,96f10fceef88267f8932cd07cc5951ee9d015ab57518d162995c205353070f6f,,,
im2gps3k_100_pilot_000662,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/180338295_7517397b13_75_43935788@N00.jpg,,24.938747,-80.650634,,,,,180338295_7517397b13_75_43935788@N00.jpg,,5f7b162dd78279e0a29c6a860a0fda2cbd5048ccb6e4829397ece9a1ada5bccc,,,
im2gps3k_100_pilot_000687,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/188083861_6cd7ceb991_56_39303693@N00.jpg,,43.953683,-86.469461,,,,,188083861_6cd7ceb991_56_39303693@N00.jpg,,e65bd9e453a73db26bc9e06ff73cfc72517d78938a8d7625bd46c800bbdc7f66,,,
im2gps3k_100_pilot_000742,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/199387214_cc3c9db19f_75_23601949@N00.jpg,,43.876968,-69.493374,,,,,199387214_cc3c9db19f_75_23601949@N00.jpg,,dcfe679d0872207838180dc659af93e8b7353e2cbe6649777e53b3a78034c373,,,
im2gps3k_100_pilot_000786,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/206828863_f2f60dd4f6_90_96155869@N00.jpg,,51.218282,3.22586,,,,,206828863_f2f60dd4f6_90_96155869@N00.jpg,,24fc663ed98e39c2853d47e5b5bca2be4609ff5c636f19da43c3609aaa9ecbb9,,,
im2gps3k_100_pilot_000878,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/226297550_dc8a399209_71_69212252@N00.jpg,,-19.570789,-65.750684,,,,,226297550_dc8a399209_71_69212252@N00.jpg,,ed038a08115d7fbca3c7fc79c80a7dd1ae9f0a2b2873ad3e72a769039246f64c,,,
im2gps3k_100_pilot_000899,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/229784262_bdd796c1b3_95_55085284@N00.jpg,,48.859068,2.343177,,,,,229784262_bdd796c1b3_95_55085284@N00.jpg,,32a3e32458071520d362a6d30c1d85d05949a16b4366549906281b5d6107367c,,,
im2gps3k_100_pilot_000916,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/232614710_f81d7e73dc_97_14542551@N00.jpg,,39.903139,116.422301,,,,,232614710_f81d7e73dc_97_14542551@N00.jpg,,959b06776d65a39ad45c30878d052d8842b16caae366b24654b3f69a9cf381cc,,,
im2gps3k_100_pilot_000919,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/232911101_e22379d1e6_81_63163416@N00.jpg,,36.85387,28.265504,,,,,232911101_e22379d1e6_81_63163416@N00.jpg,,d847da311a0a09a03b922e28819d2da387e2d3cfba3ed6ed72f99f43377a4c85,,,
im2gps3k_100_pilot_000937,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/236092953_a8c26eb7a1_88_79954435@N00.jpg,,37.814123,-119.528503,,,,,236092953_a8c26eb7a1_88_79954435@N00.jpg,,5791eee84139429ee6f2ebe60049c299d1de0808d75a9ab41e29a690c3355310,,,
im2gps3k_100_pilot_000954,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/240623218_4305b7c86f_90_30571787@N00.jpg,,45.180577,9.140689,,,,,240623218_4305b7c86f_90_30571787@N00.jpg,,5e486b247728d4731314f5dd579e14591a8f3f4a6af6ce111eb4339d044c9464,,,
im2gps3k_100_pilot_000979,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/244685754_fa9cd577a8_94_77235581@N00.jpg,,58.313501,-6.739253,,,,,244685754_fa9cd577a8_94_77235581@N00.jpg,,9826974890f48d439c7da3538a24682d70c48571591d47b8a917794d7807dcc3,,,
im2gps3k_100_pilot_000993,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/247392561_b5d625a8f1_98_18684820@N00.jpg,,13.800772,100.551853,,,,,247392561_b5d625a8f1_98_18684820@N00.jpg,,148ddc06ccf89bb2f48423a81a33b294d517e8f6be1f4e41c92e9f03cbfee33a,,,
im2gps3k_100_pilot_001001,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/248352126_d67539938a_90_77235581@N00.jpg,,58.398451,-6.498413,,,,,248352126_d67539938a_90_77235581@N00.jpg,,e9000e967d1fa8029fe48e7dc7270125aa3f3ff7197b69fdf08090e117558905,,,
im2gps3k_100_pilot_001002,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/248369077_6b71edbe5d_91_50994135@N00.jpg,,55.852577,-5.129413,,,,,248369077_6b71edbe5d_91_50994135@N00.jpg,,ee77e25424b540bfde3fb1dafc042bea7b076ffdeab70eea93f8360a7febafec,,,
im2gps3k_100_pilot_001018,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/254667590_0e47ee8040_115_90833046@N00.jpg,,44.945239,-93.097329,,,,,254667590_0e47ee8040_115_90833046@N00.jpg,,4d8d2ee164454088234f71f921da9b894740945a2bbdc461656a6dce0e00d2e6,,,
im2gps3k_100_pilot_001019,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/254683249_db4d8ed592_110_73293249@N00.jpg,,46.009809,7.231385,,,,,254683249_db4d8ed592_110_73293249@N00.jpg,,387a5831379d1dd6948b158dac840508c156fb1d71af21ce101aeee188ed026a,,,
im2gps3k_100_pilot_001033,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/255311575_48a38c856b_93_36093984@N00.jpg,,41.384907,2.177052,,,,,255311575_48a38c856b_93_36093984@N00.jpg,,e522bd0b84db0862264bd995ce949c69cb91006c9ad2bc194fe371d33d38613c,,,
im2gps3k_100_pilot_001052,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/257077427_16b650fd33_112_26519935@N00.jpg,,22.378571,114.236354,,,,,257077427_16b650fd33_112_26519935@N00.jpg,,2b312178766f2956c6b2b6d9ab586ec5883f4b5eed0f7fffd59ee01c98b6a08c,,,
im2gps3k_100_pilot_001059,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/257153262_a8d9a955a6_99_26519935@N00.jpg,,40.748557,14.47689,,,,,257153262_a8d9a955a6_99_26519935@N00.jpg,,7d5f078bf47d36db3786def8ba10337cd87ba0f7a3867fa2806edb9536a21089,,,
im2gps3k_100_pilot_001088,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/258278531_8d61408e4b_108_26519935@N00.jpg,,35.449133,139.641895,,,,,258278531_8d61408e4b_108_26519935@N00.jpg,,152805eb9a2755e66a65e1a57486863658ed1ae3d17ed31c586031dbfbc91a16,,,
im2gps3k_100_pilot_001090,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/258294706_f0eca64cc1_81_26519935@N00.jpg,,35.680585,139.75708,,,,,258294706_f0eca64cc1_81_26519935@N00.jpg,,ca78da722f2408565eeccc55b6e092ea28ae245490fb90438c25da26de288215,,,
im2gps3k_100_pilot_001211,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/271702939_8f50cdbe5f_115_73293249@N00.jpg,,46.378216,7.630273,,,,,271702939_8f50cdbe5f_115_73293249@N00.jpg,,8b4f370ad0fac122b3f7f5baeb936ccf1008d149caf80ec026e35be01736c0d9,,,
im2gps3k_100_pilot_001213,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/271713607_99bf5b8290_92_50994135@N00.jpg,,56.034122,-4.983844,,,,,271713607_99bf5b8290_92_50994135@N00.jpg,,ea0f8dc4e8314ed6e0e4870ef541d70727c34685b4110cb409b56dc64c9367bb,,,
im2gps3k_100_pilot_001218,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/273332918_c1e858f397_100_57749403@N00.jpg,,53.229056,-0.547943,,,,,273332918_c1e858f397_100_57749403@N00.jpg,,d98704d62a9d5a3b4f99b99b5ddde3def6c3838e40bc14ae4378dbd381805a24,,,
im2gps3k_100_pilot_001219,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/273351128_4de15bdcae_104_57749403@N00.jpg,,53.205621,-2.89627,,,,,273351128_4de15bdcae_104_57749403@N00.jpg,,d444b09d982f8e7c87e8d2209b3dfc61d2dacc60285045108a786bc0356a0bcb,,,
im2gps3k_100_pilot_001298,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/285927868_ba489b8ec4_101_40829484@N00.jpg,,40.742396,-73.997898,,,,,285927868_ba489b8ec4_101_40829484@N00.jpg,,0539e63ddfb86eb70b8b4a99246a107e7fcb1b6774cb0f5a2cd4b6aee143e393,,,
im2gps3k_100_pilot_001330,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/289319507_0d2aea8d9d_101_67879480@N00.jpg,,38.393338,69.31755,,,,,289319507_0d2aea8d9d_101_67879480@N00.jpg,,c541d2c482bcd26d39ca3c1b9afc9fd6ed7b57d0909d7b92787261616ef7cd60,,,
im2gps3k_100_pilot_001342,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/290760846_151236205f_118_40829484@N00.jpg,,36.08906,-112.104492,,,,,290760846_151236205f_118_40829484@N00.jpg,,c3469e636b22e0b6ef1052596252f4861eae6321dfb04d45ebf47fbabdd198f2,,,
im2gps3k_100_pilot_001353,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/291415755_7bb9a41740_112_40829484@N00.jpg,,37.487935,-110.698242,,,,,291415755_7bb9a41740_112_40829484@N00.jpg,,810f4bcff808cba4211cf74733717c2a569c0ffc79a2d48b7b9fe537839f61d2,,,
im2gps3k_100_pilot_001354,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/291478236_f5a8c90125_107_59555137@N00.jpg,,27.176316,78.04902,,,,,291478236_f5a8c90125_107_59555137@N00.jpg,,f89aa1627cb288b0dc7ce3f6f32f748b6b83fafa422faa3e6d5a9a5b367c9921,,,
im2gps3k_100_pilot_001380,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/293182847_8fe959364d_114_40829484@N00.jpg,,37.300275,-112.977905,,,,,293182847_8fe959364d_114_40829484@N00.jpg,,92a9c88e98ca631fc7e8aaa02198bb16bef74efc4ebcf8c862af39a1a15698a9,,,
im2gps3k_100_pilot_001426,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/301042216_72d44a9d9c_115_69212252@N00.jpg,,41.939621,-87.639763,,,,,301042216_72d44a9d9c_115_69212252@N00.jpg,,abef1fdadf36beadaeff3f207ecec16adcd2d7e291ef779f4103962e3fadf187,,,
im2gps3k_100_pilot_001473,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/307479010_e9c2c94057_112_73293249@N00.jpg,,45.953275,7.15554,,,,,307479010_e9c2c94057_112_73293249@N00.jpg,,6e3b1588382a7e583c4a98625ad1ea493de360528f6b983b5a25339931eb2dba,,,
im2gps3k_100_pilot_001500,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/311358990_64f7221663_115_63163416@N00.jpg,,28.597936,77.19552,,,,,311358990_64f7221663_115_63163416@N00.jpg,,d263812221a0d6f24a5253eca3e34bcb091d3b97e35acb9a596f3d64061f3adc,,,
im2gps3k_100_pilot_001504,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/311844576_b892887d11_110_26519935@N00.jpg,,31.303635,120.610399,,,,,311844576_b892887d11_110_26519935@N00.jpg,,f7046985d462500cd0c0bdb21d7b4cb02077595f4b7b763cbe26f8d7ea2d689b,,,
im2gps3k_100_pilot_001505,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/311859432_167e663853_113_26519935@N00.jpg,,31.303635,120.610399,,,,,311859432_167e663853_113_26519935@N00.jpg,,1c6db1554bdec30f2892a232ec4c96f4f4fb4a939eb94e0cc57900efe27092d5,,,
im2gps3k_100_pilot_001507,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/311937210_3b4a9ca55c_84_63163416@N00.jpg,,26.911967,75.788755,,,,,311937210_3b4a9ca55c_84_63163416@N00.jpg,,76eae0235aed9ba5b493b7cd20d4a16067c22536b381337a1d2f99f09d8eece7,,,
im2gps3k_100_pilot_001530,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/312963424_831cf21e8b_100_26519935@N00.jpg,,36.067139,120.325613,,,,,312963424_831cf21e8b_100_26519935@N00.jpg,,8ec806391efb4077327ca293b2b70f9de3c9571fd920c5dbf79fed0e2da83c00,,,
im2gps3k_100_pilot_001573,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/317081316_e7f55d0c37_118_26519935@N00.jpg,,39.881651,116.406283,,,,,317081316_e7f55d0c37_118_26519935@N00.jpg,,e259ac736f574865b30dfaca1127a5c106654e8f8bc97822e34c2d974065b850,,,
im2gps3k_100_pilot_001596,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/323780075_7a574dbf0e_136_26519935@N00.jpg,,22.287944,114.207644,,,,,323780075_7a574dbf0e_136_26519935@N00.jpg,,83a7d6cb77d02256fd0dfc0f436e00b3f0418f391a4a86b013c219259d1b71cb,,,
im2gps3k_100_pilot_001604,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/323845269_1f2dc85f2a_124_26519935@N00.jpg,,22.283457,114.157991,,,,,323845269_1f2dc85f2a_124_26519935@N00.jpg,,8225d7d56d8a15f9f2c165a6768665f28fa2c21629511afc0273716d5e7189ed,,,
im2gps3k_100_pilot_001614,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/326109501_3966b437eb_134_56249023@N00.jpg,,-41.198548,-71.312599,,,,,326109501_3966b437eb_134_56249023@N00.jpg,,83707435191a50db59504f8897bc8b1f2b6249d702541769cd35df35c09580db,,,
im2gps3k_100_pilot_001653,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/336307891_b6b4111e66_79_65367662@N00.jpg,,30.627573,-96.33164,,,,,336307891_b6b4111e66_79_65367662@N00.jpg,,f38a7c62815337db2d304a0f5f315a9bbab7b218a34cf4ca64f842577e0f5140,,,
im2gps3k_100_pilot_001659,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/336704316_7a59701ccd_144_65367662@N00.jpg,,39.44017,-120.23025,,,,,336704316_7a59701ccd_144_65367662@N00.jpg,,c99c087db88f93db43cd3116f4bfbab7bc053991707f2caf26ec77d9c595ced2,,,
im2gps3k_100_pilot_001665,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/337519612_a20759c2a7_139_63163416@N00.jpg,,30.051636,31.237993,,,,,337519612_a20759c2a7_139_63163416@N00.jpg,,6ed6b39f291c8ecd09ed560d41825d98c3f4f22e74a2fe817d7d39e043c4ccd3,,,
im2gps3k_100_pilot_001682,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/338134217_b6ba0b28e3_129_65367662@N00.jpg,,36.595135,-118.72169,,,,,338134217_b6ba0b28e3_129_65367662@N00.jpg,,2d5314fc77a37243ea2a85e3a35466e6bc355b62a9fea0d6761d98c4bc51a2c7,,,
im2gps3k_100_pilot_001770,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/348819402_93e7b4a83d_130_51162504@N00.jpg,,34.036906,-118.67702,,,,,348819402_93e7b4a83d_130_51162504@N00.jpg,,0ddb164dffa3fe4d4ff9822e9b8a1cb618f8d491f4d530fee968098b84d210ec,,,
im2gps3k_100_pilot_001833,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/357717829_4199f06c73_141_65367662@N00.jpg,,19.416897,-155.27304,,,,,357717829_4199f06c73_141_65367662@N00.jpg,,a2b0d595a334989d0b1e8e15187ea9d4ada7efd77fd08e9ff438da6189a8977b,,,
im2gps3k_100_pilot_001837,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/358738142_5455a8226d_149_90833046@N00.jpg,,44.461758,-93.183803,,,,,358738142_5455a8226d_149_90833046@N00.jpg,,f9d9976bf72881df6f1e4379519e97179c605cf3df0c4926e3632a98687c11d5,,,
im2gps3k_100_pilot_001868,im2gps3k,im2gps3k_100_pilot,pilot,/home/ubuntu/Geoshield-mllm/data/raw/im2gps3k_official/images/im2gps3ktest/359762301_84ea6179cb_153_77235581@N00.jpg,,58.398608,-6.467041,,,,,359762301_84ea6179cb_153_77235581@N00.jpg,,04e9e767184a045e40f209a811593635014aa3e2da6614bfc14f450c6e9e0a2a,,,
